symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,num-of-doors_four,num-of-doors_two,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,num-of-cylinders_eight,num-of-cylinders_five,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_three,num-of-cylinders_twelve,num-of-cylinders_two,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
1.0,0.298,0.058,0.413,0.325,0.083,0.411,0.26,0.664,0.29,0.125,0.294,0.347,0.222,0.289,0.208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.298,0.058,0.413,0.325,0.083,0.411,0.26,0.664,0.29,0.125,0.294,0.347,0.222,0.289,0.283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.298,0.23,0.449,0.444,0.383,0.518,0.343,0.1,0.667,0.125,0.495,0.347,0.167,0.263,0.283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.8,0.518,0.385,0.53,0.504,0.542,0.329,0.181,0.464,0.633,0.188,0.252,0.551,0.306,0.368,0.219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.8,0.518,0.373,0.53,0.521,0.542,0.518,0.283,0.464,0.633,0.062,0.313,0.551,0.139,0.158,0.306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,0.298,0.385,0.54,0.513,0.442,0.395,0.283,0.464,0.633,0.094,0.29,0.551,0.167,0.237,0.252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.487,0.56,0.77,0.949,0.658,0.526,0.283,0.464,0.633,0.094,0.29,0.551,0.167,0.237,0.313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.298,0.56,0.77,0.949,0.658,0.569,0.283,0.464,0.633,0.094,0.29,0.551,0.167,0.237,0.343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.487,0.56,0.77,0.949,0.675,0.62,0.264,0.421,0.633,0.081,0.43,0.551,0.111,0.105,0.466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,0.665,0.426,0.533,0.385,0.542,0.352,0.177,0.686,0.348,0.113,0.248,0.673,0.278,0.342,0.281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,0.665,0.426,0.533,0.385,0.542,0.352,0.177,0.686,0.348,0.113,0.248,0.673,0.278,0.342,0.293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,0.644,0.426,0.533,0.385,0.542,0.474,0.389,0.55,0.533,0.125,0.341,0.041,0.222,0.316,0.394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.644,0.426,0.533,0.385,0.542,0.495,0.389,0.55,0.533,0.125,0.341,0.041,0.222,0.316,0.397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,0.298,0.493,0.715,0.564,0.658,0.608,0.389,0.55,0.533,0.125,0.341,0.041,0.194,0.237,0.483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.298,0.493,0.715,0.564,0.658,0.676,0.558,0.771,0.629,0.062,0.626,0.51,0.083,0.158,0.637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.298,0.493,0.787,0.65,0.492,0.734,0.558,0.771,0.629,0.062,0.626,0.51,0.083,0.158,0.899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.298,0.682,0.834,0.906,0.708,0.782,0.558,0.771,0.629,0.062,0.626,0.51,0.056,0.105,0.788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.8,0.293,0.052,0.0,0.0,0.45,0.0,0.0,0.264,0.457,0.156,0.0,0.388,0.944,0.974,0.001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.6,0.173,0.23,0.221,0.282,0.35,0.15,0.109,0.35,0.495,0.162,0.103,0.51,0.694,0.711,0.029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.084,0.23,0.264,0.282,0.35,0.163,0.109,0.35,0.495,0.162,0.103,0.51,0.694,0.711,0.036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.277,0.207,0.242,0.299,0.25,0.151,0.109,0.307,0.552,0.151,0.093,0.551,0.667,0.658,0.011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.277,0.207,0.242,0.299,0.25,0.151,0.109,0.307,0.552,0.15,0.093,0.551,0.5,0.579,0.031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.277,0.207,0.242,0.299,0.25,0.248,0.14,0.35,0.629,0.037,0.252,0.551,0.306,0.368,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.435,0.207,0.242,0.299,0.233,0.186,0.109,0.307,0.552,0.15,0.093,0.551,0.5,0.579,0.028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.435,0.207,0.242,0.299,0.233,0.194,0.109,0.307,0.552,0.15,0.093,0.551,0.5,0.579,0.039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.435,0.207,0.242,0.299,0.233,0.194,0.109,0.307,0.552,0.15,0.093,0.551,0.5,0.579,0.062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.435,0.207,0.242,0.299,0.233,0.273,0.14,0.35,0.629,0.037,0.252,0.551,0.306,0.368,0.085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2,0.236,0.487,0.5,0.368,1.0,0.406,0.23,0.571,0.662,0.094,0.187,0.347,0.306,0.368,0.094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0.419,0.271,0.479,0.513,0.2,0.513,0.358,0.757,0.871,0.0,0.453,0.347,0.167,0.211,0.195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.8,0.377,0.0,0.052,0.308,0.25,0.087,0.117,0.264,0.638,0.162,0.047,0.265,1.0,1.0,0.034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.8,0.377,0.0,0.052,0.308,0.25,0.128,0.117,0.264,0.638,0.137,0.131,0.755,0.5,0.579,0.043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.6,0.188,0.207,0.133,0.316,0.4,0.135,0.068,0.264,0.476,0.194,0.056,0.551,0.694,0.684,0.007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.6,0.188,0.207,0.133,0.316,0.4,0.175,0.117,0.264,0.638,0.137,0.131,0.755,0.472,0.474,0.035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.6,0.188,0.207,0.133,0.316,0.4,0.182,0.117,0.264,0.638,0.137,0.131,0.755,0.472,0.474,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.236,0.289,0.333,0.316,0.558,0.202,0.117,0.264,0.638,0.137,0.131,0.755,0.472,0.474,0.054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.068,0.289,0.239,0.308,0.875,0.208,0.117,0.271,0.638,0.137,0.131,0.755,0.472,0.474,0.054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.215,0.289,0.394,0.419,0.458,0.29,0.185,0.436,0.719,0.125,0.178,0.673,0.389,0.447,0.069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.215,0.289,0.394,0.419,0.458,0.311,0.185,0.436,0.719,0.125,0.178,0.673,0.389,0.447,0.099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.105,0.289,0.512,0.419,0.525,0.317,0.185,0.436,0.719,0.125,0.178,0.673,0.389,0.447,0.093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.105,0.289,0.512,0.188,0.525,0.343,0.185,0.436,0.719,0.125,0.178,0.673,0.389,0.447,0.129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.105,0.289,0.512,0.419,0.525,0.379,0.185,0.436,0.719,0.125,0.248,0.673,0.306,0.316,0.194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6,0.22,0.289,0.418,0.487,0.267,0.312,0.185,0.436,0.719,0.131,0.243,0.551,0.333,0.395,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.298,0.224,0.442,0.128,0.475,0.329,0.189,0.55,0.552,0.094,0.14,0.265,0.306,0.342,0.041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.8,0.298,0.274,0.47,0.419,0.3,0.483,0.219,0.636,0.552,0.137,0.196,0.347,0.306,0.342,0.147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.419,0.77,0.873,0.795,0.417,1.0,0.743,0.779,1.0,0.069,0.598,0.245,0.056,0.079,0.674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.298,0.77,0.873,0.795,0.417,1.0,0.743,0.779,1.0,0.069,0.598,0.245,0.056,0.079,0.755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,0.298,0.449,0.755,0.88,0.0,0.955,1.0,0.714,0.329,0.281,1.0,0.347,0.0,0.026,0.767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6,0.204,0.19,0.269,0.333,0.525,0.156,0.113,0.35,0.514,0.125,0.093,0.347,0.472,0.395,0.002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.204,0.19,0.269,0.333,0.525,0.16,0.113,0.35,0.514,0.125,0.093,0.347,0.5,0.579,0.024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.204,0.19,0.269,0.333,0.525,0.162,0.113,0.35,0.514,0.125,0.093,0.347,0.5,0.579,0.042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.251,0.19,0.384,0.333,0.525,0.177,0.113,0.35,0.514,0.125,0.093,0.347,0.5,0.579,0.039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.251,0.19,0.384,0.333,0.525,0.179,0.113,0.386,0.514,0.125,0.093,0.347,0.5,0.579,0.057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0.445,0.254,0.416,0.462,0.15,0.346,0.034,0.564,0.567,0.15,0.248,0.755,0.111,0.184,0.145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,0.445,0.254,0.416,0.462,0.15,0.346,0.034,0.564,0.567,0.15,0.248,0.755,0.111,0.184,0.167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,0.445,0.254,0.416,0.462,0.15,0.348,0.034,0.564,0.567,0.15,0.248,0.755,0.111,0.184,0.212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,0.445,0.254,0.416,0.462,0.15,0.393,0.072,0.564,0.567,0.15,0.407,0.755,0.083,0.184,0.261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.6,0.335,0.356,0.548,0.53,0.492,0.348,0.23,0.607,0.629,0.1,0.168,0.265,0.361,0.421,0.093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.262,0.356,0.548,0.53,0.642,0.358,0.23,0.607,0.629,0.1,0.168,0.265,0.361,0.421,0.084,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.335,0.356,0.548,0.53,0.492,0.348,0.23,0.607,0.629,0.1,0.168,0.265,0.361,0.421,0.136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.262,0.356,0.548,0.53,0.642,0.358,0.23,0.607,0.629,0.1,0.168,0.265,0.361,0.421,0.127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.298,0.356,0.548,0.53,0.642,0.37,0.23,0.607,0.629,0.981,0.075,0.204,0.639,0.684,0.141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,0.262,0.356,0.548,0.53,0.642,0.363,0.23,0.607,0.629,0.1,0.168,0.265,0.361,0.421,0.152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.277,0.534,0.506,0.496,0.55,0.458,0.298,0.871,0.519,0.062,0.336,0.347,0.167,0.289,0.327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
